"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5379","My login TestCase","","2026-06-25","passed","2026-06-25","","Login.spec.js","",""
